story_id,source,scenario_id,scenario_group,condition,intent_label,outcome_label,word_count,text
YS2008-LOGAN AIRPORT-intentional,YS2008,LOGAN AIRPORT,LOGAN AIRPORT,intentional,guilty,harm,101,Andrew works at Logan Airport. He is in charge of ensuring that the runways are clear of debris that could damage planes during takeoff. A plane is about to take off on a distant runway. The distant runway has not yet been cleared. There is potentially damaging debris on it. Andrew checks with his supervisor and believes that the runway has not yet been cleared of debris. He thinks that it may be unsafe for the plane to taxi. Andrew gives the OK for the takeoff. The plane takes off and suffers serious damage from some debris. Three passengers are killed.
YS2008-TRACKS-neutral,YS2008,TRACKS,TRACKS,neutral,innocent,no_harm,120,"Tyler works for a company that builds railway tracks for passenger trains. One day, Tyler’s job is to fasten the track rods with an extra spike at dangerous corners. The night team the previous night was very efficient, and they have already added extra spikes to all corners in the first segment of the track. The whole segment is entirely safe. Tyler checks the work logs of the night team, and believes that they finished adding the spikes to the whole first segment of track, so that part of the track is safe. Tyler skips the whole first segment of track. The railway track is opened for commercial use, and passenger trains are able to pass on the tracks safely."
YS2008-TRACKS-accidental,YS2008,TRACKS,TRACKS,accidental,innocent,harm,121,"Tyler works for a company that builds railway tracks for passenger trains. One day, Tyler’s job is to fasten the track rods with an extra spike at dangerous corners. The night team the previous night was running late, so they did not finish adding extra spikes to all corners in the first segment of track. In some places, the track is still dangerous. Tyler checks the work logs of the night team, and believes that they finished adding the spikes to the whole first segment of track, so that part of the track is safe. Tyler skips the whole first segment of track. The railway track is opened for commercial use, and a passenger train derails and crashes, killing 125 passengers."
YS2008-TRACKS-attempted,YS2008,TRACKS,TRACKS,attempted,guilty,no_harm,118,"Tyler works for a company that builds railway tracks for passenger trains. One day, Tyler’s job is to fasten the track rods with an extra spike at dangerous corners. The night team the previous night was very efficient, and they have already added extra spikes to all corners in the first segment of the track. The whole segment is entirely safe. Tyler checks the work logs of the night team, and believes that they added spikes to only part of the first segment of track, so some corners are still unsafe. Tyler skips the whole first segment of track. The railway track is opened for commercial use, and passenger trains are able to pass on the tracks safely."
YS2008-TRACKS-intentional,YS2008,TRACKS,TRACKS,intentional,guilty,harm,119,"Tyler works for a company that builds railway tracks for passenger trains. One day, Tyler’s job is to fasten the track rods with an extra spike at dangerous corners. The night team the previous night was running late, so they did not finish adding extra spikes to all corners in the first segment of track. In some places, the track is still dangerous. Tyler checks the work logs of the night team, and believes that they added spikes to only part of the first segment of track, so some corners are still unsafe. Tyler skips the whole first segment of track. The railway track is opened for commercial use, and a passenger train derails and crashes, killing 125 passengers."
YS2008-HARNESS-neutral,YS2008,HARNESS,HARNESS,neutral,innocent,no_harm,83,"Stacey and her friend are going rock climbing, and they are going to use harnesses to scale a gigantic cliff. Stacey’s friend starts to put on the new harness. The new harness is a top-of-the-line model, in fine working condition and completely safe to use. Because Stacey bought the harness from a quality sports store, Stacey believes that the harness is in prime functioning condition. Stacey straps her friend into the harness. Her friend scales the cliff safely and enjoys the exhilarating experience."
YS2008-HARNESS-accidental,YS2008,HARNESS,HARNESS,accidental,innocent,harm,90,"Stacey and her friend are going rock climbing, and they are going to use harnesses to scale a gigantic cliff. Stacey’s friend starts to put on the new harness. The clamp on the new harness is actually subtly flawed so the whole harness is incredibly unsafe to use. Because Stacey bought the harness from a quality sports store, Stacey believes that the harness is in prime functioning condition. Stacey straps her friend into the harness. Halfway up the cliff, the harness gives way, and her friend plummets to her death."
YS2008-HARNESS-attempted,YS2008,HARNESS,HARNESS,attempted,guilty,no_harm,87,"Stacey and her friend are going rock climbing, and they are going to use harnesses to scale a gigantic cliff. Stacey’s friend starts to put on the new harness. The new harness is a top-of-the-line model, in fine working condition and completely safe to use. Because the clamp on the harness does not audibly click into place, Stacey believes that the harness is malfunctioning and not safe to use. Stacey straps her friend into the harness. Her friend scales the cliff safely and enjoys the exhilarating experience."
YS2008-HARNESS-intentional,YS2008,HARNESS,HARNESS,intentional,guilty,harm,94,"Stacey and her friend are going rock climbing, and they are going to use harnesses to scale a gigantic cliff. Stacey’s friend starts to put on the new harness. The clamp on the new harness is actually subtly flawed so the whole harness is incredibly unsafe to use. Because the clamp on the harness does not audibly click into place, Stacey believes that the harness is malfunctioning and not safe to use. Stacey straps her friend into the harness. Halfway up the cliff, the harness gives way, and her friend plummets to her death."
YS2008-IGLOO-neutral,YS2008,IGLOO,IGLOO,neutral,innocent,no_harm,97,"Sarah built a huge play igloo out of snowballs yesterday. Her friend is over today, and she is totally intrigued by the igloo. The igloo is sturdily built. The snowballs have frozen solid into strong walls, so it’s fine for Sarah’s friend to play inside all she wants. Because she has built igloos like this many times before, Sarah believes that the igloo has strong walls and ceilings and is safe to play in. Sarah tells her friend to go inside the igloo. Her friend plays around inside and has a great time pretending she’s an Eskimo."
YS2008-IGLOO-accidental,YS2008,IGLOO,IGLOO,accidental,innocent,harm,101,"Sarah built a huge play igloo out of snowballs yesterday. Her friend is over today, and she is totally intrigued by the igloo. The snowballs in the igloo walls are not properly balanced and will cave in at moderate movement, so it’s not safe for Sarah’s friend to go inside. Because she has built igloos like this many times before, Sarah believes that the igloo has strong walls and ceilings and is safe to play in. Sarah tells her friend to go inside the igloo. Her friend jumps because she is excited, and the icy snowballs crash in on her head."
